"phase","cards","order","outcomeArray","response","answer","AmyResponse","BenResponse","corAnswer","round","subj","outcome","cards_iso","RT","points","exp_time","number","inference_level","should_know","numRound","age","gender"
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","True","False","True",2,188,1,"A8A8AA",3.332,2,12.4,50,4,6,2,26,1
5,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","AA","False","False","False",1,188,0,"A8A8A8",2.336,2,12.4,50,3,10,3,26,1
5,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","True","False",2,188,0,"A8A8A8",6.383,2,12.4,50,3,10,3,26,1
6,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,188,0,"A8AAA8",2.397,2,12.4,50,4,10,3,26,1
6,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,188,0,"A8AAA8",7.972,2,12.4,50,4,10,3,26,1
7,"88AAAA","You,Amy,Ben","[[True]]","True","88","","","True",1,188,1,"AA8888",3.468,2,12.4,50,0,1,1,26,1
8,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,188,0,"A8AA88",4.972,2,12.4,50,1,4,2,26,1
8,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,188,0,"A8AA88",3.601,2,12.4,50,1,4,2,26,1
9,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,188,0,"AAA8A8",9.043,2,12.4,50,3,10,3,26,1
9,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",2,188,0,"AAA8A8",5.308,2,12.4,50,3,10,3,26,1
10,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","False","False",1,188,0,"AA88AA",6.836,2,12.4,50,1,4,2,26,1
1,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,189,1,"A8AA88",11.506,3,17.4,36,1,4,2,53,1
1,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,189,1,"A8AA88",4.848,3,17.4,36,1,4,2,53,1
2,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","A8","False","False","False",1,189,1,"A8A8AA",15.487,3,17.4,36,4,6,2,53,1
2,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","True","False","True",2,189,1,"A8A8AA",3.881,3,17.4,36,4,6,2,53,1
3,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,189,0,"A8A8A8",16.472,3,17.4,36,3,10,3,53,1
3,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,189,0,"A8A8A8",34.245,3,17.4,36,3,10,3,53,1
4,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","A8","True","True","True",1,189,0,"AA88AA",18.31,3,17.4,36,1,2,1,53,1
5,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","A8","False","False","False",1,189,0,"AAA888",13.083,3,17.4,36,4,6,2,53,1
5,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","True","True","True",2,189,0,"AAA888",14.458,3,17.4,36,4,6,2,53,1
6,"AA8888","Ben,You,Amy","[[False, True]]","True","AA","","False","True",1,189,1,"AA8888",12.579,3,17.4,36,0,1,1,53,1
7,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","A8","","False","False",1,189,0,"AA88A8",12.957,3,17.4,36,2,5,2,53,1
8,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,189,0,"AAA8A8",9.045,3,17.4,36,3,10,3,53,1
8,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,189,0,"AAA8A8",31.848,3,17.4,36,3,10,3,53,1
9,"8888AA","Amy,Ben,You","[[False, True, True]]","False","","False","True","True",1,189,0,"AAAA88",15.188,3,17.4,36,1,3,1,53,1
10,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","False",1,189,0,"A8AAA8",7.242,3,17.4,36,2,4,2,53,1
1,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","AA","True","True","False",1,190,1,"AA88AA",4.47,8,25.8,15,1,3,2,20,0
1,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","True",2,190,1,"AA88AA",3.983,8,25.8,15,1,3,2,20,0
2,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","","True","False","False",1,190,0,"AAA888",3.483,8,25.8,15,2,4,2,20,0
2,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","","","True","True",2,190,0,"AAA888",66.265,8,25.8,15,2,4,2,20,0
3,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,190,1,"AAAA88",3.002,8,25.8,15,1,4,2,20,0
3,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,190,1,"AAAA88",2.441,8,25.8,15,1,4,2,20,0
4,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,190,1,"A8A8AA",11.48,8,25.8,15,4,10,3,20,0
4,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,190,1,"A8A8AA",2.814,8,25.8,15,4,10,3,20,0
4,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,190,1,"A8A8AA",41.674,8,25.8,15,4,10,3,20,0
5,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,190,1,"A8AA88",3.154,8,25.8,15,1,4,2,20,0
5,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,190,1,"A8AA88",19.674,8,25.8,15,1,4,2,20,0
6,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,190,1,"AA8888",2.845,8,25.8,15,0,1,1,20,0
7,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,190,0,"AAA8A8",1.889,8,25.8,15,3,10,3,20,0
7,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","True","True","False",2,190,0,"AAA8A8",65.703,8,25.8,15,3,10,3,20,0
7,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",3,190,0,"AAA8A8",90.138,8,25.8,15,3,10,3,20,0
8,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","88","False","False","False",1,190,1,"AA88A8",9.658,8,25.8,15,2,5,2,20,0
8,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","88","","True","True",2,190,1,"AA88A8",30.82,8,25.8,15,2,5,2,20,0
9,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,190,1,"A8AAA8",37.433,8,25.8,15,4,10,3,20,0
9,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,190,1,"A8AAA8",21.035,8,25.8,15,4,10,3,20,0
9,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,190,1,"A8AAA8",3.608,8,25.8,15,4,10,3,20,0
10,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,190,1,"A8A8A8",2.12,8,25.8,15,3,10,3,20,0
10,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,190,1,"A8A8A8",31.612,8,25.8,15,3,10,3,20,0
10,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,190,1,"A8A8A8",1.887,8,25.8,15,3,10,3,20,0
1,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","False",1,191,0,"A8AAA8",16.602,5,17.1,15,2,5,2,34,0
2,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","AA","False","False","False",1,191,1,"AAA888",34.797,5,17.1,15,4,6,2,34,0
2,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","AA","True","True","True",2,191,1,"AAA888",6.117,5,17.1,15,4,6,2,34,0
3,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,191,0,"A8A8A8",18.264,5,17.1,15,3,5,2,34,0
3,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,191,0,"A8A8A8",5.048,5,17.1,15,3,5,2,34,0
4,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,191,0,"AAAA88",3.411,5,17.1,15,1,4,2,34,0
4,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,191,0,"AAAA88",2.454,5,17.1,15,1,4,2,34,0
5,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,191,1,"AA8888",1.621,5,17.1,15,0,1,1,34,0
6,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,191,0,"AAA8A8",3.179,5,17.1,15,3,10,3,34,0
6,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","True","True","False",2,191,0,"AAA8A8",14.238,5,17.1,15,3,10,3,34,0
6,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",3,191,0,"AAA8A8",4.611,5,17.1,15,3,10,3,34,0
7,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","False","88","False","True","False",1,191,1,"AA88A8",2.494,5,17.1,15,2,4,2,34,0
7,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","True","88","","","True",2,191,1,"AA88A8",1.674,5,17.1,15,2,4,2,34,0
8,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","AA","True","True","True",1,191,1,"AA88AA",5.402,5,17.1,15,1,2,1,34,0
9,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","88","False","False","False",1,191,0,"A8A8AA",39.607,5,17.1,15,4,6,2,34,0
9,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","88","True","False","True",2,191,0,"A8A8AA",4.514,5,17.1,15,4,6,2,34,0
10,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,191,1,"A8AA88",1.973,5,17.1,15,1,4,2,34,0
10,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,191,1,"A8AA88",1.872,5,17.1,15,1,4,2,34,0
1,"8888AA","Ben,You,Amy","[[True, True]]","True","88","","True","True",1,192,1,"AAAA88",20.703,5,22.3,25,1,2,1,22,1
2,"A888AA","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,192,1,"A8AA88",30.311,5,22.3,25,1,3,1,22,1
3,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,192,1,"AA8888",3.507,5,22.3,25,0,1,1,22,1
4,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,192,0,"AAA8A8",34.523,5,22.3,25,3,10,3,22,1
4,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","True","True","False",2,192,0,"AAA8A8",25.78,5,22.3,25,3,10,3,22,1
4,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",3,192,0,"AAA8A8",1.841,5,22.3,25,3,10,3,22,1
5,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,192,0,"A8A8AA",26.824,5,22.3,25,2,4,2,22,1
5,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,192,0,"A8A8AA",80.351,5,22.3,25,2,4,2,22,1
6,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,192,1,"A8A8A8",1.462,5,22.3,25,3,5,2,22,1
6,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,192,1,"A8A8A8",6.745,5,22.3,25,3,5,2,22,1
7,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","False","A8","False","True","False",1,192,0,"AA88A8",5.537,5,22.3,25,2,4,2,22,1
7,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","True",2,192,0,"AA88A8",14.678,5,22.3,25,2,4,2,22,1
8,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","88","True","True","False",1,192,1,"AA88AA",2.985,5,22.3,25,1,3,2,22,1
8,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","True","88","","","True",2,192,1,"AA88AA",35.139,5,22.3,25,1,3,2,22,1
9,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,192,0,"AAA888",3.386,5,22.3,25,4,10,3,22,1
9,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,192,0,"AAA888",76.447,5,22.3,25,4,10,3,22,1
10,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,192,0,"A8AAA8",14.368,5,22.3,25,4,10,3,22,1
10,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,192,0,"A8AAA8",33.419,5,22.3,25,4,10,3,22,1
1,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,193,0,"AAA8A8",52.217,4,30.3,50,3,10,3,45,0
1,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,193,0,"AAA8A8",71.482,4,30.3,50,3,10,3,45,0
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","88","","False","False",1,193,0,"AA88A8",24.647,4,30.3,50,2,5,2,45,0
3,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","88","False","False","False",1,193,0,"A8A8A8",7.787,4,30.3,50,3,10,3,45,0
3,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","88","False","True","False",2,193,0,"A8A8A8",14.58,4,30.3,50,3,10,3,45,0
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","88","False","False","False",1,193,0,"A8A8AA",6.923,4,30.3,50,4,6,2,45,0
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","88","True","False","True",2,193,0,"A8A8AA",53.586,4,30.3,50,4,6,2,45,0
5,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,193,1,"AA8888",2.744,4,30.3,50,0,1,1,45,0
6,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","88","False","False","False",1,193,0,"AAA888",5.226,4,30.3,50,4,10,3,45,0
6,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","88","","","False",2,193,0,"AAA888",24.718,4,30.3,50,4,10,3,45,0
7,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,193,1,"AA88AA",5.394,4,30.3,50,1,4,2,45,0
7,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,193,1,"AA88AA",59.342,4,30.3,50,1,4,2,45,0
8,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,193,1,"A8AA88",2.87,4,30.3,50,1,4,2,45,0
8,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,193,1,"A8AA88",23.253,4,30.3,50,1,4,2,45,0
9,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","88","False","False","False",1,193,0,"A8AAA8",4.108,4,30.3,50,2,4,2,45,0
9,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","True","88","","","True",2,193,0,"A8AAA8",92.658,4,30.3,50,2,4,2,45,0
10,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,193,1,"AAAA88",7.762,4,30.3,50,1,4,2,45,0
10,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,193,1,"AAAA88",11.378,4,30.3,50,1,4,2,45,0
1,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,194,0,"AA88A8",46.872,4,20,23,4,10,3,21,NA
1,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,194,0,"AA88A8",12.168,4,20,23,4,10,3,21,NA
2,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","A8","True","False","False",1,194,0,"AAA888",3.504,4,20,23,2,4,2,21,NA
2,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","True","A8","","True","True",2,194,0,"AAA888",2.024,4,20,23,2,4,2,21,NA
3,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","88","False","False","False",1,194,0,"A8A8AA",3,4,20,23,4,10,3,21,NA
3,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","88","True","False","False",2,194,0,"A8A8AA",2.072,4,20,23,4,10,3,21,NA
3,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","88","","","False",3,194,0,"A8A8AA",2.232,4,20,23,4,10,3,21,NA
4,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,194,0,"A8AAA8",3.448,4,20,23,2,5,2,21,NA
4,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,194,0,"A8AAA8",2.536,4,20,23,2,5,2,21,NA
5,"88AAAA","You,Amy,Ben","[[True]]","True","88","","","True",1,194,1,"AA8888",2.96,4,20,23,0,1,1,21,NA
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,194,0,"A8A8A8",2.392,4,20,23,3,10,3,21,NA
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,194,0,"A8A8A8",1.568,4,20,23,3,10,3,21,NA
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,194,0,"A8A8A8",4.832,4,20,23,3,10,3,21,NA
7,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","AA","True","True","False",1,194,1,"AA88AA",3.24,4,20,23,1,3,2,21,NA
7,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","True",2,194,1,"AA88AA",2.649,4,20,23,1,3,2,21,NA
8,"8888AA","Amy,Ben,You","[[False, True, True]]","True","88","False","True","True",1,194,1,"AAAA88",9.031,4,20,23,1,3,1,21,NA
9,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","88","False","False","False",1,194,0,"AAA8A8",5.216,4,20,23,3,10,3,21,NA
9,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","88","","True","False",2,194,0,"AAA8A8",51.728,4,20,23,3,10,3,21,NA
10,"A8AA88","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,194,1,"A8AA88",18.432,4,20,23,1,3,1,21,NA
1,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,195,0,"A8A8AA",12.286,4,12.9,27,4,10,3,33,1
1,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,195,0,"A8A8AA",14.855,4,12.9,27,4,10,3,33,1
2,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,195,1,"AA8888",2.553,4,12.9,27,0,1,1,33,1
3,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","A8","True","False","False",1,195,0,"AAA888",3.284,4,12.9,27,2,4,2,33,1
3,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","True","A8","","True","True",2,195,0,"AAA888",2.447,4,12.9,27,2,4,2,33,1
4,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,195,1,"AAAA88",7.927,4,12.9,27,1,3,1,33,1
5,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","AA","True","True","False",1,195,1,"AA88AA",6.031,4,12.9,27,1,3,2,33,1
5,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","True",2,195,1,"AA88AA",3.189,4,12.9,27,1,3,2,33,1
6,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","False","A8","False","True","False",1,195,0,"AA88A8",5.407,4,12.9,27,2,4,2,33,1
6,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","True",2,195,0,"AA88A8",7.683,4,12.9,27,2,4,2,33,1
7,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,195,1,"A8AA88",6.309,4,12.9,27,1,4,2,33,1
7,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,195,1,"A8AA88",2.474,4,12.9,27,1,4,2,33,1
8,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","False","False","False",1,195,0,"AAA8A8",2.108,4,12.9,27,3,10,3,33,1
8,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","True","False","False",2,195,0,"AAA8A8",4.742,4,12.9,27,3,10,3,33,1
8,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","AA","","","False",3,195,0,"AAA8A8",1.748,4,12.9,27,3,10,3,33,1
9,"A8AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,195,0,"A8AAA8",1.393,4,12.9,27,4,10,3,33,1
10,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,195,0,"A8A8A8",1.743,4,12.9,27,3,5,2,33,1
10,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,195,0,"A8A8A8",1.59,4,12.9,27,3,5,2,33,1
1,"88AAAA","Ben,You,Amy","[[False, True]]","True","88","","False","True",1,196,1,"AA8888",6.586,5,15.1,69,0,1,1,30,NA
2,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","False",1,196,0,"A8AAA8",15.282,5,15.1,69,2,4,2,30,NA
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,196,1,"A8A8AA",3.842,5,15.1,69,4,10,3,30,NA
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,196,1,"A8A8AA",5.285,5,15.1,69,4,10,3,30,NA
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,196,1,"A8A8AA",2.35,5,15.1,69,4,10,3,30,NA
4,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,196,1,"AAA8A8",8.44,5,15.1,69,3,10,3,30,NA
4,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,196,1,"AAA8A8",26.623,5,15.1,69,3,10,3,30,NA
4,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,196,1,"AAA8A8",2.162,5,15.1,69,3,10,3,30,NA
5,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,196,0,"A8AA88",10.864,5,15.1,69,1,4,2,30,NA
5,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,196,0,"A8AA88",2.551,5,15.1,69,1,4,2,30,NA
6,"88AA88","Amy,Ben,You","[[True, True, True]]","False","","True","True","True",1,196,0,"AA88AA",9.615,5,15.1,69,1,2,1,30,NA
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,196,1,"A8A8A8",3.901,5,15.1,69,3,10,3,30,NA
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,196,1,"A8A8A8",1.694,5,15.1,69,3,10,3,30,NA
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,196,1,"A8A8A8",3.881,5,15.1,69,3,10,3,30,NA
8,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","AA","False","False","False",1,196,0,"AAA888",11.409,5,15.1,69,4,6,2,30,NA
9,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","88","False","False","False",1,196,1,"AA88A8",4.461,5,15.1,69,2,5,2,30,NA
9,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","88","","True","True",2,196,1,"AA88A8",6.901,5,15.1,69,2,5,2,30,NA
10,"8888AA","Ben,You,Amy","[[True, True]]","False","","","True","True",1,196,0,"AAAA88",6.398,5,15.1,69,1,2,1,30,NA
1,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","A8","False","False","False",1,197,0,"AAA888",18.595,3,35.1,25,4,6,2,43,1
1,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","True","True","True",2,197,0,"AAA888",20.264,3,35.1,25,4,6,2,43,1
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","","False","False","False",1,197,0,"AA88A8",11.586,3,35.1,25,2,5,2,43,1
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","","","True","True",2,197,0,"AA88A8",18.553,3,35.1,25,2,5,2,43,1
3,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","","False","False","False",1,197,0,"A8A8AA",7.692,3,35.1,25,4,6,2,43,1
3,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","","True","False","True",2,197,0,"A8A8AA",64.492,3,35.1,25,4,6,2,43,1
4,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,197,0,"A8AA88",25.251,3,35.1,25,1,4,2,43,1
4,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,197,0,"A8AA88",24.843,3,35.1,25,1,4,2,43,1
5,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","88","False","False","False",1,197,0,"A8A8A8",3.025,3,35.1,25,3,10,3,43,1
5,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","88","False","True","False",2,197,0,"A8A8A8",23.738,3,35.1,25,3,10,3,43,1
6,"8888AA","Amy,Ben,You","[[False, True, True]]","True","88","False","True","True",1,197,1,"AAAA88",140.42,3,35.1,25,1,3,1,43,1
7,"AA8888","Ben,You,Amy","[[False, True]]","True","AA","","False","True",1,197,1,"AA8888",18.755,3,35.1,25,0,1,1,43,1
8,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,197,1,"AA88AA",3.618,3,35.1,25,1,4,2,43,1
8,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,197,1,"AA88AA",4.153,3,35.1,25,1,4,2,43,1
