"phase","cards","order","outcomeArray","response","answer","AmyResponse","BenResponse","corAnswer","round","subj","outcome","cards_iso","RT","points","exp_time","number","inference_level","should_know","numRound","age","gender"
1,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,1,1,"A8AA88",87.009,5,27.6,25,1,4,2,29,0
1,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,1,1,"A8AA88",5.81,5,27.6,25,1,4,2,29,0
2,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,1,0,"AAA888",12.25,5,27.6,25,4,10,3,29,0
2,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,1,0,"AAA888",5.5,5,27.6,25,4,10,3,29,0
2,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,1,0,"AAA888",3.617,5,27.6,25,4,10,3,29,0
3,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,1,1,"AA88AA",39.045,5,27.6,25,1,4,2,29,0
3,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,1,1,"AA88AA",6.174,5,27.6,25,1,4,2,29,0
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","","False","False","False",1,1,0,"A8A8AA",14.664,5,27.6,25,4,6,2,29,0
4,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","","True","False","True",2,1,0,"A8A8AA",2.14,5,27.6,25,4,6,2,29,0
5,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","","False","False","False",1,1,0,"AA88A8",1.488,5,27.6,25,2,5,2,29,0
5,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","","","True","True",2,1,0,"AA88A8",1.647,5,27.6,25,2,5,2,29,0
6,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","","False","True","False",1,1,0,"AAAA88",1.453,5,27.6,25,1,4,2,29,0
6,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","","","","True",2,1,0,"AAAA88",2.41,5,27.6,25,1,4,2,29,0
7,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,1,1,"AA8888",1.499,5,27.6,25,0,1,1,29,0
8,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,1,0,"A8AAA8",2.968,5,27.6,25,2,4,2,29,0
8,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,1,0,"A8AAA8",1.851,5,27.6,25,2,4,2,29,0
9,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,1,1,"A8A8A8",1.328,5,27.6,25,3,10,3,29,0
9,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,1,1,"A8A8A8",1.477,5,27.6,25,3,10,3,29,0
9,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,1,1,"A8A8A8",1.327,5,27.6,25,3,10,3,29,0
10,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,1,1,"AAA8A8",1.125,5,27.6,25,3,10,3,29,0
10,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,1,1,"AAA8A8",1.259,5,27.6,25,3,10,3,29,0
10,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,1,1,"AAA8A8",1.007,5,27.6,25,3,10,3,29,0
1,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,2,0,"A8AAA8",4.403,6,12.7,47,2,4,2,22,1
1,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,2,0,"A8AAA8",96.678,6,12.7,47,2,4,2,22,1
2,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","False","AA","False","False","False",1,2,1,"AA88A8",2.358,6,12.7,47,2,5,2,22,1
2,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","True","AA","","True","True",2,2,1,"AA88A8",21.329,6,12.7,47,2,5,2,22,1
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","False","False","False",1,2,0,"A8A8AA",5.282,6,12.7,47,4,10,3,22,1
3,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","AA","","","False",2,2,0,"A8A8AA",4.731,6,12.7,47,4,10,3,22,1
4,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,2,1,"AAAA88",9.134,6,12.7,47,1,3,1,22,1
5,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","88","False","False","False",1,2,0,"AAA888",3.039,6,12.7,47,4,10,3,22,1
5,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","88","","","False",2,2,0,"AAA888",20.595,6,12.7,47,4,10,3,22,1
6,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,2,1,"A8A8A8",1.511,6,12.7,47,3,10,3,22,1
6,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,2,1,"A8A8A8",15.812,6,12.7,47,3,10,3,22,1
6,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,2,1,"A8A8A8",3.049,6,12.7,47,3,10,3,22,1
7,"88AAAA","Ben,You,Amy","[[False, True]]","True","88","","False","True",1,2,1,"AA8888",2.731,6,12.7,47,0,1,1,22,1
8,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,2,1,"A8AA88",3.149,6,12.7,47,1,4,2,22,1
8,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,2,1,"A8AA88",3.99,6,12.7,47,1,4,2,22,1
9,"88AA88","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,2,1,"AA88AA",2.381,6,12.7,47,1,4,2,22,1
9,"88AA88","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,2,1,"AA88AA",2.729,6,12.7,47,1,4,2,22,1
10,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,2,0,"AAA8A8",1.503,6,12.7,47,3,10,3,22,1
10,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,2,0,"AAA8A8",9.939,6,12.7,47,3,10,3,22,1
1,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,3,0,"A8A8AA",2.154,3,13.8,68,2,4,2,36,0
1,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,3,0,"A8A8AA",2.81,3,13.8,68,2,4,2,36,0
2,"88AAAA","You,Amy,Ben","[[True]]","True","88","","","True",1,3,1,"AA8888",2.754,3,13.8,68,0,1,1,36,0
3,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","False",1,3,0,"AAAA88",2.891,3,13.8,68,1,4,2,36,0
4,"A888AA","Amy,Ben,You","[[False, False, True]]","False","","False","False","True",1,3,0,"A8AA88",1.843,3,13.8,68,1,3,1,36,0
5,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,3,1,"AA88A8",2.117,3,13.8,68,4,10,3,36,0
5,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,3,1,"AA88A8",4.343,3,13.8,68,4,10,3,36,0
5,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,3,1,"AA88A8",3.445,3,13.8,68,4,10,3,36,0
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,3,0,"A8A8A8",1.925,3,13.8,68,3,10,3,36,0
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,3,0,"A8A8A8",4.554,3,13.8,68,3,10,3,36,0
6,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,3,0,"A8A8A8",3.276,3,13.8,68,3,10,3,36,0
7,"88AA88","Amy,Ben,You","[[True, True, True]]","True","A8","True","True","True",1,3,0,"AA88AA",1.85,3,13.8,68,1,2,1,36,0
8,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,3,1,"AAA888",2.15,3,13.8,68,4,10,3,36,0
8,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,3,1,"AAA888",1.741,3,13.8,68,4,10,3,36,0
8,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,3,1,"AAA888",1.555,3,13.8,68,4,10,3,36,0
9,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,3,0,"AAA8A8",1.938,3,13.8,68,3,10,3,36,0
9,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","True","True","False",2,3,0,"AAA8A8",3.386,3,13.8,68,3,10,3,36,0
9,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",3,3,0,"AAA8A8",3.563,3,13.8,68,3,10,3,36,0
10,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,3,0,"A8AAA8",1.621,3,13.8,68,2,5,2,36,0
10,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,3,0,"A8AAA8",0.996,3,13.8,68,2,5,2,36,0
1,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,4,0,"A8AAA8",135.765,4,31.6,10,2,5,2,18,0
1,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,4,0,"A8AAA8",34.84,4,31.6,10,2,5,2,18,0
2,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,4,1,"AAAA88",36.033,4,31.6,10,1,4,2,18,0
2,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,4,1,"AAAA88",3.516,4,31.6,10,1,4,2,18,0
3,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,4,0,"AAA8A8",20.511,4,31.6,10,3,10,3,18,0
3,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",2,4,0,"AAA8A8",146.477,4,31.6,10,3,10,3,18,0
4,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,4,0,"A8AA88",8.478,4,31.6,10,1,4,2,18,0
4,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,4,0,"A8AA88",62.456,4,31.6,10,1,4,2,18,0
5,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,4,1,"AA8888",2.186,4,31.6,10,0,1,1,18,0
6,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,4,0,"A8A8A8",14.307,4,31.6,10,3,5,2,18,0
6,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,4,0,"A8A8A8",34.362,4,31.6,10,3,5,2,18,0
7,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,4,1,"AA88A8",21.332,4,31.6,10,2,4,2,18,0
7,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,4,1,"AA88A8",2.815,4,31.6,10,2,4,2,18,0
8,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","A8","False","False","False",1,4,0,"AAA888",26.209,4,31.6,10,4,6,2,18,0
8,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","True","True","True",2,4,0,"AAA888",3.786,4,31.6,10,4,6,2,18,0
9,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","AA","False","False","False",1,4,0,"A8A8AA",4.911,4,31.6,10,4,6,2,18,0
9,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","AA","True","False","True",2,4,0,"A8A8AA",3.397,4,31.6,10,4,6,2,18,0
10,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","AA","True","True","True",1,4,1,"AA88AA",4.569,4,31.6,10,1,2,1,18,0
1,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","False","","False","True","False",1,5,0,"AA88A8",5.911,2,12.6,22,2,4,2,32,0
1,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","False","","","","True",2,5,0,"AA88A8",10.353,2,12.6,22,2,4,2,32,0
2,"88AAAA","You,Amy,Ben","[[True]]","True","88","","","True",1,5,1,"AA8888",2.018,2,12.6,22,0,1,1,32,0
3,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","88","False","False","False",1,5,0,"A8A8AA",10.045,2,12.6,22,4,6,2,32,0
4,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,5,0,"A8A8A8",3.449,2,12.6,22,3,10,3,32,0
4,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,5,0,"A8A8A8",10.38,2,12.6,22,3,10,3,32,0
5,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","False","False","False",1,5,0,"AAA888",6.935,2,12.6,22,4,6,2,32,0
6,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,5,0,"AAA8A8",5.212,2,12.6,22,3,10,3,32,0
6,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,5,0,"AAA8A8",14.502,2,12.6,22,3,10,3,32,0
7,"AAAA88","Ben,You,Amy","[[True, True]]","True","A8","","True","True",1,5,0,"AAAA88",3.701,2,12.6,22,1,2,1,32,0
8,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,5,0,"AA88AA",2.304,2,12.6,22,1,4,2,32,0
8,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,5,0,"AA88AA",9.73,2,12.6,22,1,4,2,32,0
9,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","88","False","False","False",1,5,0,"A8AAA8",2.805,2,12.6,22,2,4,2,32,0
9,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","True","88","","","True",2,5,0,"A8AAA8",6.366,2,12.6,22,2,4,2,32,0
10,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,5,1,"A8AA88",6.348,2,12.6,22,1,4,2,32,0
10,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,5,1,"A8AA88",5.767,2,12.6,22,1,4,2,32,0
1,"AA8888","You,Amy,Ben","[[True]]","True","AA","","","True",1,6,1,"AA8888",7.32,5,32.5,26,0,1,1,20,1
2,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,6,0,"AA88A8",130.788,5,32.5,26,4,10,3,20,1
3,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,6,0,"A8A8A8",5.519,5,32.5,26,3,5,2,20,1
3,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,6,0,"A8A8A8",50.592,5,32.5,26,3,5,2,20,1
4,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","False","False","False",1,6,0,"AAA8A8",4.258,5,32.5,26,3,10,3,20,1
4,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","AA","","","False",2,6,0,"AAA8A8",13.15,5,32.5,26,3,10,3,20,1
5,"A888AA","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,6,1,"A8AA88",89.488,5,32.5,26,1,3,1,20,1
6,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","AA","False","False","False",1,6,0,"A8AAA8",15.29,5,32.5,26,2,4,2,20,1
6,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","True","AA","","","True",2,6,0,"A8AAA8",32.13,5,32.5,26,2,4,2,20,1
7,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,6,1,"AAA888",19.874,5,32.5,26,2,4,2,20,1
7,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,6,1,"AAA888",7.266,5,32.5,26,2,4,2,20,1
8,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","AA","False","False","False",1,6,0,"A8A8AA",97.018,5,32.5,26,4,6,2,20,1
9,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","AA","True","True","True",1,6,1,"AA88AA",80.931,5,32.5,26,1,2,1,20,1
10,"8888AA","Ben,You,Amy","[[True, True]]","True","88","","True","True",1,6,1,"AAAA88",20.461,5,32.5,26,1,2,1,20,1
1,"88AAAA","Amy,Ben,You","[[False, False, True]]","True","88","False","False","True",1,7,1,"AA8888",2.315,5,31.6,12,0,1,1,19,0
2,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,7,0,"A8A8A8",9.264,5,31.6,12,3,5,2,19,0
2,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,7,0,"A8A8A8",18.211,5,31.6,12,3,5,2,19,0
3,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","88","True","True","False",1,7,1,"AA88AA",7.57,5,31.6,12,1,3,2,19,0
3,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","True","88","","","True",2,7,1,"AA88AA",5.194,5,31.6,12,1,3,2,19,0
4,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","AA","False","False","False",1,7,0,"A8AAA8",491.265,5,31.6,12,4,10,3,19,0
4,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","True","False",2,7,0,"A8AAA8",100.208,5,31.6,12,4,10,3,19,0
5,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,7,1,"AAAA88",7.775,5,31.6,12,1,3,1,19,0
6,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","False","A8","False","True","False",1,7,0,"AA88A8",7.872,5,31.6,12,2,4,2,19,0
6,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","True",2,7,0,"AA88A8",5.886,5,31.6,12,2,4,2,19,0
7,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,7,0,"AAA8A8",2.68,5,31.6,12,3,10,3,19,0
7,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,7,0,"AAA8A8",7.946,5,31.6,12,3,10,3,19,0
8,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,7,1,"AAA888",2.232,5,31.6,12,2,4,2,19,0
8,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,7,1,"AAA888",48.157,5,31.6,12,2,4,2,19,0
9,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","True","AA","","False","False",1,7,0,"A8AA88",12.78,5,31.6,12,1,4,2,19,0
10,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,7,1,"A8A8AA",2.094,5,31.6,12,4,10,3,19,0
10,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,7,1,"A8A8AA",1.72,5,31.6,12,4,10,3,19,0
10,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,7,1,"A8A8AA",73.615,5,31.6,12,4,10,3,19,0
1,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,8,0,"A8AA88",14.282,4,33.8,30,1,4,2,20,1
1,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,8,0,"A8AA88",81.038,4,33.8,30,1,4,2,20,1
2,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,8,0,"A8A8A8",32.758,4,33.8,30,3,10,3,20,1
3,"A8A8AA","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","False","False","False",1,8,0,"A8A8AA",50.188,4,33.8,30,4,6,2,20,1
4,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,8,1,"AAAA88",22.106,4,33.8,30,1,3,1,20,1
5,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","False","88","False","False","False",1,8,0,"A8AAA8",4.6,4,33.8,30,2,4,2,20,1
5,"A8AAA8","You,Amy,Ben","[[False, False, False], [True]]","True","88","","","True",2,8,0,"A8AAA8",2.354,4,33.8,30,2,4,2,20,1
6,"88AAAA","Ben,You,Amy","[[False, True]]","True","88","","False","True",1,8,1,"AA8888",4.126,4,33.8,30,0,1,1,20,1
7,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,8,0,"AAA8A8",10.05,4,33.8,30,3,10,3,20,1
7,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,8,0,"AAA8A8",2.214,4,33.8,30,3,10,3,20,1
8,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","A8","False","False","False",1,8,0,"AAA888",53.603,4,33.8,30,4,6,2,20,1
8,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","True","True","True",2,8,0,"AAA888",76.538,4,33.8,30,4,6,2,20,1
9,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","88","False","False","False",1,8,1,"AA88A8",5.964,4,33.8,30,2,5,2,20,1
9,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","88","","True","True",2,8,1,"AA88A8",25.172,4,33.8,30,2,5,2,20,1
10,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","AA","True","False","False",1,8,1,"AA88AA",19.358,4,33.8,30,1,4,2,20,1
10,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","AA","","True","True",2,8,1,"AA88AA",6.65,4,33.8,30,1,4,2,20,1
1,"8888AA","Ben,You,Amy","[[True, True]]","False","","","True","True",1,9,0,"AAAA88",37.898,2,22.4,20,1,2,1,19,0
2,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","A8","True","True","True",1,9,0,"AA88AA",14.075,2,22.4,20,1,2,1,19,0
3,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",1,9,0,"A8A8A8",8.952,2,22.4,20,3,10,3,19,0
4,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","True","88","","False","False",1,9,0,"A8A8AA",7.44,2,22.4,20,2,4,2,19,0
5,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","False","False",1,9,0,"A8AAA8",4.188,2,22.4,20,4,10,3,19,0
6,"88AAAA","You,Amy,Ben","[[True]]","True","88","","","True",1,9,1,"AA8888",2.049,2,22.4,20,0,1,1,19,0
7,"A888AA","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,9,1,"A8AA88",4.263,2,22.4,20,1,3,1,19,0
8,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","AA","False","False","False",1,9,0,"AAA888",7.992,2,22.4,20,4,6,2,19,0
9,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","AA","","False","False",1,9,0,"AAA8A8",4.972,2,22.4,20,3,10,3,19,0
10,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","False",1,9,0,"AA88A8",2.285,2,22.4,20,2,4,2,19,0
1,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,10,1,"A8A8A8",35.126,8,21,4,3,5,2,19,1
1,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,10,1,"A8A8A8",29.876,8,21,4,3,5,2,19,1
2,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,10,1,"AA8888",5.356,8,21,4,0,1,1,19,1
3,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,10,0,"AA88A8",19.045,8,21,4,4,10,3,19,1
3,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,10,0,"AA88A8",61.801,8,21,4,4,10,3,19,1
4,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,10,0,"A8A8AA",2.766,8,21,4,4,10,3,19,1
4,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,10,0,"A8A8AA",50.584,8,21,4,4,10,3,19,1
4,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,10,0,"A8A8AA",1.766,8,21,4,4,10,3,19,1
5,"8888AA","Amy,Ben,You","[[False, True, True]]","True","88","False","True","True",1,10,1,"AAAA88",4.937,8,21,4,1,3,1,19,1
6,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","","False","False","False",1,10,1,"AAA8A8",4.797,8,21,4,3,10,3,19,1
6,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","","True","True","False",2,10,1,"AAA8A8",93.566,8,21,4,3,10,3,19,1
6,"88A8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","","","True","False",3,10,1,"AAA8A8",3.282,8,21,4,3,10,3,19,1
7,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,10,1,"A8AAA8",24.415,8,21,4,2,5,2,19,1
7,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,10,1,"A8AAA8",52.147,8,21,4,2,5,2,19,1
8,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,10,1,"A8AA88",3.568,8,21,4,1,4,2,19,1
8,"A888AA","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,10,1,"A8AA88",1.467,8,21,4,1,4,2,19,1
9,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","False","AA","True","True","False",1,10,1,"AA88AA",2.772,8,21,4,1,3,2,19,1
9,"AA88AA","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","True",2,10,1,"AA88AA",1.929,8,21,4,1,3,2,19,1
10,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,10,1,"AAA888",14.003,8,21,4,2,4,2,19,1
10,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,10,1,"AAA888",1.843,8,21,4,2,4,2,19,1
